path_param_ventricular,APD_min,APD_max,record_id,disease_class
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000094_VentricularParameters.txt,161.88196916767956,249.9895985485355,mc_rbbb_test_run_S64_run_000094,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000054_VentricularParameters.txt,153.7056396138829,235.23240610113024,mc_rbbb_test_run_S64_run_000054,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000053_VentricularParameters.txt,168.6630890209615,245.8230067171053,mc_rbbb_test_run_S64_run_000053,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000093_VentricularParameters.txt,159.4659634741297,249.21883995509143,mc_rbbb_test_run_S64_run_000093,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000024_VentricularParameters.txt,159.70094664468462,237.4710683537996,mc_rbbb_test_run_S64_run_000024,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000002_VentricularParameters.txt,158.1317115460526,240.623661595198,mc_rbbb_test_run_S64_run_000002,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000075_VentricularParameters.txt,169.62022570030715,236.2085839334578,mc_rbbb_test_run_S64_run_000075,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000017_VentricularParameters.txt,156.31884721650133,236.6980980866869,mc_rbbb_test_run_S64_run_000017,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000060_VentricularParameters.txt,171.1744725153651,247.8429220226089,mc_rbbb_test_run_S64_run_000060,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000039_VentricularParameters.txt,163.12233635642983,240.0364453647522,mc_rbbb_test_run_S64_run_000039,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000068_VentricularParameters.txt,155.70355202204553,244.20654818165724,mc_rbbb_test_run_S64_run_000068,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000100_VentricularParameters.txt,165.56632873801667,247.42292376266184,mc_rbbb_test_run_S64_run_000100,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000046_VentricularParameters.txt,174.04151554451576,242.2600464235446,mc_rbbb_test_run_S64_run_000046,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000086_VentricularParameters.txt,163.5845611738416,233.44781112833692,mc_rbbb_test_run_S64_run_000086,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000031_VentricularParameters.txt,160.48372864555287,228.1466437810284,mc_rbbb_test_run_S64_run_000031,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000043_VentricularParameters.txt,164.66117015767503,235.44880983273862,mc_rbbb_test_run_S64_run_000043,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000034_VentricularParameters.txt,162.50736494433608,244.5804468507148,mc_rbbb_test_run_S64_run_000034,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000083_VentricularParameters.txt,165.42289126673884,226.33713203820324,mc_rbbb_test_run_S64_run_000083,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000012_VentricularParameters.txt,171.7031822366525,231.24258845921554,mc_rbbb_test_run_S64_run_000012,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000065_VentricularParameters.txt,151.68922738145247,238.44880035272632,mc_rbbb_test_run_S64_run_000065,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000029_VentricularParameters.txt,165.2460615132002,233.73331330768383,mc_rbbb_test_run_S64_run_000029,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000007_VentricularParameters.txt,156.1797423752059,242.01681391308148,mc_rbbb_test_run_S64_run_000007,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000070_VentricularParameters.txt,165.9660336412632,239.50016272973102,mc_rbbb_test_run_S64_run_000070,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000056_VentricularParameters.txt,171.40132631996153,248.4152697710831,mc_rbbb_test_run_S64_run_000056,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000021_VentricularParameters.txt,171.87007316290476,239.3509971055313,mc_rbbb_test_run_S64_run_000021,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000096_VentricularParameters.txt,166.23559959695,248.5756682956682,mc_rbbb_test_run_S64_run_000096,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000078_VentricularParameters.txt,172.9989921314398,233.10019044629476,mc_rbbb_test_run_S64_run_000078,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000008_VentricularParameters.txt,152.32178610745362,233.92798067316258,mc_rbbb_test_run_S64_run_000008,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000091_VentricularParameters.txt,151.19799202088387,235.79025563461394,mc_rbbb_test_run_S64_run_000091,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000026_VentricularParameters.txt,159.15954516365815,228.70840957834622,mc_rbbb_test_run_S64_run_000026,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000051_VentricularParameters.txt,157.72643281575878,239.97761523146974,mc_rbbb_test_run_S64_run_000051,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000077_VentricularParameters.txt,152.6933879919357,227.7479780166588,mc_rbbb_test_run_S64_run_000077,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000059_VentricularParameters.txt,173.82555553288546,227.1853581106556,mc_rbbb_test_run_S64_run_000059,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000099_VentricularParameters.txt,158.4830583919805,234.34472554974218,mc_rbbb_test_run_S64_run_000099,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000062_VentricularParameters.txt,155.9051042017611,240.85219213654383,mc_rbbb_test_run_S64_run_000062,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000015_VentricularParameters.txt,153.08230624395028,249.6781326940745,mc_rbbb_test_run_S64_run_000015,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000084_VentricularParameters.txt,172.08546365365626,230.5958748668168,mc_rbbb_test_run_S64_run_000084,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000033_VentricularParameters.txt,162.17776594583825,227.2872627369421,mc_rbbb_test_run_S64_run_000033,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000044_VentricularParameters.txt,160.918492891706,246.78741259599005,mc_rbbb_test_run_S64_run_000044,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000085_VentricularParameters.txt,173.1786554456958,229.69088878434272,mc_rbbb_test_run_S64_run_000085,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000032_VentricularParameters.txt,157.3868309956306,230.20792187157727,mc_rbbb_test_run_S64_run_000032,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000045_VentricularParameters.txt,157.96145091225796,227.7932455196374,mc_rbbb_test_run_S64_run_000045,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000063_VentricularParameters.txt,168.85189262063415,246.39683868662848,mc_rbbb_test_run_S64_run_000063,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000014_VentricularParameters.txt,167.24494355554907,226.987032696429,mc_rbbb_test_run_S64_run_000014,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000076_VentricularParameters.txt,168.29951490383755,243.7784796507975,mc_rbbb_test_run_S64_run_000076,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000001_VentricularParameters.txt,162.47371618796709,248.9408129973209,mc_rbbb_test_run_S64_run_000001,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000058_VentricularParameters.txt,169.18830428796826,247.69640923077807,mc_rbbb_test_run_S64_run_000058,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000098_VentricularParameters.txt,155.43466744374314,244.9380711059101,mc_rbbb_test_run_S64_run_000098,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000009_VentricularParameters.txt,161.6782541371098,225.95613286822424,mc_rbbb_test_run_S64_run_000009,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000090_VentricularParameters.txt,166.73553866532183,239.02176840371007,mc_rbbb_test_run_S64_run_000090,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000027_VentricularParameters.txt,166.9041038057415,231.3156688990561,mc_rbbb_test_run_S64_run_000027,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000050_VentricularParameters.txt,154.5452995697799,236.8132068206003,mc_rbbb_test_run_S64_run_000050,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000057_VentricularParameters.txt,153.82247245228422,238.89959651438156,mc_rbbb_test_run_S64_run_000057,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000020_VentricularParameters.txt,158.51659750264196,232.71828871484541,mc_rbbb_test_run_S64_run_000020,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000097_VentricularParameters.txt,159.82225164541927,230.38068562088682,mc_rbbb_test_run_S64_run_000097,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000079_VentricularParameters.txt,157.02614459327773,245.50237856833743,mc_rbbb_test_run_S64_run_000079,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000028_VentricularParameters.txt,173.37675378653796,243.27690861836385,mc_rbbb_test_run_S64_run_000028,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000006_VentricularParameters.txt,154.24774892537633,230.86960680860798,mc_rbbb_test_run_S64_run_000006,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000071_VentricularParameters.txt,162.9171957667886,237.58225817147562,mc_rbbb_test_run_S64_run_000071,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000013_VentricularParameters.txt,174.9728302694776,240.28164076647474,mc_rbbb_test_run_S64_run_000013,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000064_VentricularParameters.txt,156.63863847144515,225.57155705081877,mc_rbbb_test_run_S64_run_000064,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000042_VentricularParameters.txt,150.64195780099826,237.9651027283525,mc_rbbb_test_run_S64_run_000042,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000035_VentricularParameters.txt,161.11080911567345,245.45743285051788,mc_rbbb_test_run_S64_run_000035,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000082_VentricularParameters.txt,168.0912922016277,229.24891473732794,mc_rbbb_test_run_S64_run_000082,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000069_VentricularParameters.txt,173.5204333935892,228.32392656219216,mc_rbbb_test_run_S64_run_000069,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000047_VentricularParameters.txt,172.58933771407936,232.22209054861503,mc_rbbb_test_run_S64_run_000047,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000087_VentricularParameters.txt,152.96601563694958,238.20769526942814,mc_rbbb_test_run_S64_run_000087,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000030_VentricularParameters.txt,163.43466617283138,225.48027483467894,mc_rbbb_test_run_S64_run_000030,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000016_VentricularParameters.txt,169.28502040851714,234.9238979123466,mc_rbbb_test_run_S64_run_000016,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000061_VentricularParameters.txt,150.00307383230157,242.60315552888898,mc_rbbb_test_run_S64_run_000061,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000038_VentricularParameters.txt,167.95336539585784,238.6318710550659,mc_rbbb_test_run_S64_run_000038,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000003_VentricularParameters.txt,170.8294376907723,231.86816336762485,mc_rbbb_test_run_S64_run_000003,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000074_VentricularParameters.txt,164.21350242752877,225.22528552043931,mc_rbbb_test_run_S64_run_000074,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000052_VentricularParameters.txt,160.69332502081014,226.72719962577384,mc_rbbb_test_run_S64_run_000052,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000092_VentricularParameters.txt,170.74565582857596,229.8743971808184,mc_rbbb_test_run_S64_run_000092,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000025_VentricularParameters.txt,169.89017408443323,237.24817504037622,mc_rbbb_test_run_S64_run_000025,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000022_VentricularParameters.txt,151.9086318370942,241.89977917116065,mc_rbbb_test_run_S64_run_000022,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000095_VentricularParameters.txt,150.89857262002815,241.37907763240614,mc_rbbb_test_run_S64_run_000095,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000055_VentricularParameters.txt,153.3933936409982,232.34616495025662,mc_rbbb_test_run_S64_run_000055,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000073_VentricularParameters.txt,154.9309960248432,236.39112629467803,mc_rbbb_test_run_S64_run_000073,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000004_VentricularParameters.txt,170.17482093055898,241.65810666770204,mc_rbbb_test_run_S64_run_000004,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000048_VentricularParameters.txt,155.11755650992478,231.546698695693,mc_rbbb_test_run_S64_run_000048,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000088_VentricularParameters.txt,167.68954647618315,235.66518177615418,mc_rbbb_test_run_S64_run_000088,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000066_VentricularParameters.txt,174.3555939949057,232.83827870378806,mc_rbbb_test_run_S64_run_000066,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000011_VentricularParameters.txt,174.64938332298254,241.21137727016392,mc_rbbb_test_run_S64_run_000011,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000037_VentricularParameters.txt,167.31891372039414,249.27544868914083,mc_rbbb_test_run_S64_run_000037,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000080_VentricularParameters.txt,156.77084111152837,226.11459393820357,mc_rbbb_test_run_S64_run_000080,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000040_VentricularParameters.txt,164.2752321301845,229.46549926411936,mc_rbbb_test_run_S64_run_000040,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S64/run_000019_VentricularParameters.txt,150.46324001429656,243.53595047427746,mc_rbbb_test_run_S64_run_000019,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000036_VentricularParameters.txt,158.16074163672434,244.45359151438117,mc_rbbb_test_run_S62_run_000036,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000081_VentricularParameters.txt,150.9248710751739,244.93789668979616,mc_rbbb_test_run_S62_run_000081,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000041_VentricularParameters.txt,151.46336958107284,238.587702276348,mc_rbbb_test_run_S62_run_000041,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000018_VentricularParameters.txt,154.7188886546665,249.05978810497533,mc_rbbb_test_run_S62_run_000018,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000049_VentricularParameters.txt,151.50173304806697,241.10354327669242,mc_rbbb_test_run_S62_run_000049,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000089_VentricularParameters.txt,171.60954897416417,245.2542680397463,mc_rbbb_test_run_S62_run_000089,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000067_VentricularParameters.txt,167.19275078336028,238.88441114699373,mc_rbbb_test_run_S62_run_000067,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000010_VentricularParameters.txt,174.8501638066999,233.82681785238097,mc_rbbb_test_run_S62_run_000010,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000072_VentricularParameters.txt,164.9933638438643,227.9294193373946,mc_rbbb_test_run_S62_run_000072,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000005_VentricularParameters.txt,153.4446985716926,225.74947163583101,mc_rbbb_test_run_S62_run_000005,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000023_VentricularParameters.txt,164.17898107997263,242.8786202615191,mc_rbbb_test_run_S62_run_000023,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000094_VentricularParameters.txt,164.51434192300354,225.05686155120162,mc_rbbb_test_run_S62_run_000094,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000054_VentricularParameters.txt,173.73002573220256,248.2620690238944,mc_rbbb_test_run_S62_run_000054,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000053_VentricularParameters.txt,161.92858602975673,245.13910860901834,mc_rbbb_test_run_S62_run_000053,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000093_VentricularParameters.txt,173.02174511354963,229.05033884894502,mc_rbbb_test_run_S62_run_000093,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000024_VentricularParameters.txt,163.38591668082745,235.7867385376975,mc_rbbb_test_run_S62_run_000024,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000002_VentricularParameters.txt,152.9392427135397,236.89171225080685,mc_rbbb_test_run_S62_run_000002,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000075_VentricularParameters.txt,165.0193925245887,225.28450154242347,mc_rbbb_test_run_S62_run_000075,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000017_VentricularParameters.txt,159.875083923706,239.3084188583501,mc_rbbb_test_run_S62_run_000017,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000060_VentricularParameters.txt,168.5437865714661,234.77430177238384,mc_rbbb_test_run_S62_run_000060,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000039_VentricularParameters.txt,158.5867750732138,241.535397992387,mc_rbbb_test_run_S62_run_000039,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000068_VentricularParameters.txt,172.76206076604345,239.54452523815883,mc_rbbb_test_run_S62_run_000068,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000100_VentricularParameters.txt,164.38547930228566,245.68087582180146,mc_rbbb_test_run_S62_run_000100,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000046_VentricularParameters.txt,174.31645632875149,236.04396630615224,mc_rbbb_test_run_S62_run_000046,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000086_VentricularParameters.txt,157.79867992175141,230.09187457372542,mc_rbbb_test_run_S62_run_000086,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000031_VentricularParameters.txt,173.43713928831596,244.05431872802345,mc_rbbb_test_run_S62_run_000031,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000043_VentricularParameters.txt,170.35872865777458,232.63240585878998,mc_rbbb_test_run_S62_run_000043,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000034_VentricularParameters.txt,151.8845733081083,229.6874227244618,mc_rbbb_test_run_S62_run_000034,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000083_VentricularParameters.txt,160.32626232006209,247.88886422491396,mc_rbbb_test_run_S62_run_000083,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000012_VentricularParameters.txt,154.80838851986206,248.82671323879762,mc_rbbb_test_run_S62_run_000012,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000065_VentricularParameters.txt,166.36746761225106,237.83553550931953,mc_rbbb_test_run_S62_run_000065,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000029_VentricularParameters.txt,161.28819911645533,238.373632970558,mc_rbbb_test_run_S62_run_000029,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000007_VentricularParameters.txt,169.693828242932,240.11279554351862,mc_rbbb_test_run_S62_run_000007,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000070_VentricularParameters.txt,152.52731898278756,227.7040578706466,mc_rbbb_test_run_S62_run_000070,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000056_VentricularParameters.txt,166.10950036146002,226.2223009126664,mc_rbbb_test_run_S62_run_000056,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000021_VentricularParameters.txt,157.7067855846825,249.67967985779674,mc_rbbb_test_run_S62_run_000021,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000096_VentricularParameters.txt,171.265302546153,230.57066870509075,mc_rbbb_test_run_S62_run_000096,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000078_VentricularParameters.txt,165.9667552959864,240.87248610379248,mc_rbbb_test_run_S62_run_000078,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000008_VentricularParameters.txt,150.2401875717304,229.87577545176603,mc_rbbb_test_run_S62_run_000008,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000091_VentricularParameters.txt,153.5743108673088,249.29167226553554,mc_rbbb_test_run_S62_run_000091,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000026_VentricularParameters.txt,174.5641078802061,233.139278931272,mc_rbbb_test_run_S62_run_000026,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000051_VentricularParameters.txt,168.76639610191768,248.00232539385541,mc_rbbb_test_run_S62_run_000051,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000077_VentricularParameters.txt,165.45064999386062,237.35291538450812,mc_rbbb_test_run_S62_run_000077,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000059_VentricularParameters.txt,169.01327149887848,240.531064240881,mc_rbbb_test_run_S62_run_000059,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000099_VentricularParameters.txt,151.1247067323347,242.5460877531087,mc_rbbb_test_run_S62_run_000099,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000062_VentricularParameters.txt,171.79167676465426,232.0005398748977,mc_rbbb_test_run_S62_run_000062,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000015_VentricularParameters.txt,155.67557437814693,242.46825741627393,mc_rbbb_test_run_S62_run_000015,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000084_VentricularParameters.txt,159.43404100825538,227.0014533596386,mc_rbbb_test_run_S62_run_000084,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000033_VentricularParameters.txt,162.13350038021514,240.27272982100197,mc_rbbb_test_run_S62_run_000033,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000044_VentricularParameters.txt,156.8908886904741,244.53668334162828,mc_rbbb_test_run_S62_run_000044,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000085_VentricularParameters.txt,156.31940769426447,237.67421156960376,mc_rbbb_test_run_S62_run_000085,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000032_VentricularParameters.txt,170.2172248540226,237.1252693243571,mc_rbbb_test_run_S62_run_000032,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000045_VentricularParameters.txt,157.2708715321889,241.36553915568766,mc_rbbb_test_run_S62_run_000045,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000063_VentricularParameters.txt,174.11570515642586,228.89105867364825,mc_rbbb_test_run_S62_run_000063,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000014_VentricularParameters.txt,153.93016624218544,247.668144968454,mc_rbbb_test_run_S62_run_000014,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000076_VentricularParameters.txt,152.3219562618306,228.40254750343746,mc_rbbb_test_run_S62_run_000076,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000001_VentricularParameters.txt,165.58780935956227,243.00438787864994,mc_rbbb_test_run_S62_run_000001,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000058_VentricularParameters.txt,166.56111757073938,236.50854627421907,mc_rbbb_test_run_S62_run_000058,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000098_VentricularParameters.txt,153.09937818292556,247.330784408813,mc_rbbb_test_run_S62_run_000098,rbbb
WP2_largeDataset_ParameterFiles/rbbb/test/run_S62/run_000009_VentricularParameters.txt,161.64497923981497,231.5303473223082,mc_rbbb_test_run_S62_run_000009,rbbb
